"id","name","year","val_199206","val_199207","measureUnitId_199206","measureName_199206","measureUnitId_199207","measureName_199207","attrId_199206","attributeDescription_199206","attrId_199207","attributeDescription_199207"
"011212001000","Powiat bocheński","1995",96318,0,"26","osoba","26","osoba",1,"",0,""
"011212001000","Powiat bocheński","1996",96904,0,"26","osoba","26","osoba",1,"",0,""
"011212001000","Powiat bocheński","1997",97185,0,"26","osoba","26","osoba",1,"",0,""
"011212001000","Powiat bocheński","1998",97516,0,"26","osoba","26","osoba",1,"",0,""
"011212001000","Powiat bocheński","1999",97048,0,"26","osoba","26","osoba",1,"",0,""
"011212001000","Powiat bocheński","2000",97328,0,"26","osoba","26","osoba",1,"",0,""
"011212001000","Powiat bocheński","2001",97602,0,"26","osoba","26","osoba",1,"",0,""
"011212001000","Powiat bocheński","2002",97962,0,"26","osoba","26","osoba",1,"",0,""
"011212001000","Powiat bocheński","2003",98394,0,"26","osoba","26","osoba",1,"",0,""
"011212001000","Powiat bocheński","2004",100063,0,"26","osoba","26","osoba",1,"",0,""
"011212001000","Powiat bocheński","2005",100332,0,"26","osoba","26","osoba",1,"",0,""
"011212001000","Powiat bocheński","2006",100726,0,"26","osoba","26","osoba",1,"",0,""
"011212001000","Powiat bocheński","2007",101204,0,"26","osoba","26","osoba",1,"",0,""
"011212001000","Powiat bocheński","2008",101602,0,"26","osoba","26","osoba",1,"",0,""
"011212001000","Powiat bocheński","2009",102181,0,"26","osoba","26","osoba",1,"",0,""
"011212001000","Powiat bocheński","2010",103231,0,"26","osoba","26","osoba",1,"",0,""
"011212001000","Powiat bocheński","2011",103869,0,"26","osoba","26","osoba",1,"",0,""
"011212001000","Powiat bocheński","2012",104404,0,"26","osoba","26","osoba",1,"",0,""
"011212001000","Powiat bocheński","2013",104765,0,"26","osoba","26","osoba",1,"",0,""
"011212001000","Powiat bocheński","2014",105083,0,"26","osoba","26","osoba",1,"",0,""
"011212001000","Powiat bocheński","2015",105416,0,"26","osoba","26","osoba",1,"",0,""
"011212001000","Powiat bocheński","2016",105747,0,"26","osoba","26","osoba",1,"",0,""
"011212001000","Powiat bocheński","2017",106096,0,"26","osoba","26","osoba",1,"",0,""
"011212001000","Powiat bocheński","2018",106514,0,"26","osoba","26","osoba",1,"",0,""
"011212001000","Powiat bocheński","2019",106858,0,"26","osoba","26","osoba",1,"",0,""
"011212001000","Powiat bocheński","2020",106838,0,"26","osoba","26","osoba",1,"",0,""
"011212001000","Powiat bocheński","2021",106715,0,"26","osoba","26","osoba",1,"",0,""
"011212001000","Powiat bocheński","2022",106878,0,"26","osoba","26","osoba",1,"",0,""
"011212001000","Powiat bocheński","2023",106946,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","1995",230334,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","1996",231611,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","1997",232998,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","1998",234137,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","1999",236184,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","2000",237052,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","2001",237972,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","2002",239344,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","2003",241080,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","2004",242731,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","2005",244283,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","2006",245944,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","2007",247903,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","2008",250395,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","2009",253344,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","2010",259261,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","2011",261857,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","2012",264639,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","2013",266649,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","2014",268517,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","2015",270490,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","2016",272591,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","2017",274843,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","2018",277145,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","2019",279239,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","2020",295640,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","2021",298107,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","2022",300289,0,"26","osoba","26","osoba",1,"",0,""
"011212006000","Powiat krakowski","2023",302347,0,"26","osoba","26","osoba",1,"",0,""
"011212008000","Powiat miechowski","1995",54053,0,"26","osoba","26","osoba",1,"",0,""
"011212008000","Powiat miechowski","1996",53628,0,"26","osoba","26","osoba",1,"",0,""
"011212008000","Powiat miechowski","1997",53362,0,"26","osoba","26","osoba",1,"",0,""
"011212008000","Powiat miechowski","1998",53199,0,"26","osoba","26","osoba",1,"",0,""
"011212008000","Powiat miechowski","1999",52333,0,"26","osoba","26","osoba",1,"",0,""
"011212008000","Powiat miechowski","2000",51989,0,"26","osoba","26","osoba",1,"",0,""
"011212008000","Powiat miechowski","2001",51775,0,"26","osoba","26","osoba",1,"",0,""
"011212008000","Powiat miechowski","2002",51615,0,"26","osoba","26","osoba",1,"",0,""
"011212008000","Powiat miechowski","2003",51560,0,"26","osoba","26","osoba",1,"",0,""
"011212008000","Powiat miechowski","2004",51085,0,"26","osoba","26","osoba",1,"",0,""
"011212008000","Powiat miechowski","2005",50927,0,"26","osoba","26","osoba",1,"",0,""
"011212008000","Powiat miechowski","2006",50763,0,"26","osoba","26","osoba",1,"",0,""
"011212008000","Powiat miechowski","2007",50577,0,"26","osoba","26","osoba",1,"",0,""
"011212008000","Powiat miechowski","2008",50324,0,"26","osoba","26","osoba",1,"",0,""
"011212008000","Powiat miechowski","2009",50114,0,"26","osoba","26","osoba",1,"",0,""
"011212008000","Powiat miechowski","2010",50585,0,"26","osoba","26","osoba",1,"",0,""
"011212008000","Powiat miechowski","2011",50327,0,"26","osoba","26","osoba",1,"",0,""
"011212008000","Powiat miechowski","2012",50109,0,"26","osoba","26","osoba",1,"",0,""
"011212008000","Powiat miechowski","2013",49966,0,"26","osoba","26","osoba",1,"",0,""
"011212008000","Powiat miechowski","2014",49824,0,"26","osoba","26","osoba",1,"",0,""
"011212008000","Powiat miechowski","2015",49592,0,"26","osoba","26","osoba",1,"",0,""
"011212008000","Powiat miechowski","2016",49505,0,"26","osoba","26","osoba",1,"",0,""
"011212008000","Powiat miechowski","2017",49315,0,"26","osoba","26","osoba",1,"",0,""
"011212008000","Powiat miechowski","2018",49137,0,"26","osoba","26","osoba",1,"",0,""
